Id,ActivityHour,Calories
1503960366,3/16/16 17:00,122
1503960366,3/16/16 18:00,166
1503960366,3/16/16 19:00,59
1503960366,3/16/16 20:00,72
1503960366,3/16/16 21:00,146
1503960366,3/16/16 22:00,78
1503960366,3/16/16 23:00,82
1503960366,3/17/16 0:00,70
1503960366,3/17/16 1:00,50
1503960366,3/17/16 2:00,49
1503960366,3/17/16 3:00,48
1503960366,3/17/16 4:00,48
1503960366,3/17/16 5:00,48
1503960366,3/17/16 6:00,49
1503960366,3/17/16 7:00,50
1503960366,3/17/16 8:00,67
1503960366,3/17/16 9:00,125
1503960366,3/17/16 10:00,69
1503960366,3/17/16 11:00,148
1503960366,3/17/16 12:00,70
1503960366,3/17/16 13:00,113
1503960366,3/17/16 14:00,119
1503960366,3/17/16 15:00,86
1503960366,3/17/16 16:00,94
1503960366,3/17/16 17:00,66
1503960366,3/17/16 18:00,76
1503960366,3/17/16 19:00,158
1503960366,3/17/16 20:00,75
1503960366,3/17/16 21:00,146
1503960366,3/17/16 22:00,97
1503960366,3/17/16 23:00,118
1503960366,3/18/16 0:00,76
1503960366,3/18/16 1:00,58
1503960366,3/18/16 2:00,48
1503960366,3/18/16 3:00,48
1503960366,3/18/16 4:00,48
1503960366,3/18/16 5:00,49
1503960366,3/18/16 6:00,51
1503960366,3/18/16 7:00,49
1503960366,3/18/16 8:00,67
1503960366,3/18/16 9:00,147
1503960366,3/18/16 10:00,73
1503960366,3/18/16 11:00,72
1503960366,3/18/16 12:00,64
1503960366,3/18/16 13:00,68
1503960366,3/18/16 14:00,207
1503960366,3/18/16 15:00,101
1503960366,3/18/16 16:00,76
1503960366,3/18/16 17:00,59
1503960366,3/18/16 18:00,82
1503960366,3/18/16 19:00,238
1503960366,3/18/16 20:00,121
1503960366,3/18/16 21:00,72
1503960366,3/18/16 22:00,54
1503960366,3/18/16 23:00,74
1503960366,3/19/16 0:00,57
1503960366,3/19/16 1:00,48
1503960366,3/19/16 2:00,48
1503960366,3/19/16 3:00,49
1503960366,3/19/16 4:00,48
1503960366,3/19/16 5:00,48
1503960366,3/19/16 6:00,49
1503960366,3/19/16 7:00,52
1503960366,3/19/16 8:00,92
1503960366,3/19/16 9:00,216
1503960366,3/19/16 10:00,148
1503960366,3/19/16 11:00,130
1503960366,3/19/16 12:00,109
1503960366,3/19/16 13:00,74
1503960366,3/19/16 14:00,71
1503960366,3/19/16 15:00,61
1503960366,3/19/16 16:00,63
1503960366,3/19/16 17:00,69
1503960366,3/19/16 18:00,58
1503960366,3/19/16 19:00,92
1503960366,3/19/16 20:00,86
1503960366,3/19/16 21:00,58
1503960366,3/19/16 22:00,97
1503960366,3/19/16 23:00,234
1503960366,3/20/16 0:00,64
1503960366,3/20/16 1:00,49
1503960366,3/20/16 2:00,48
1503960366,3/20/16 3:00,48
1503960366,3/20/16 4:00,48
1503960366,3/20/16 5:00,48
1503960366,3/20/16 6:00,48
1503960366,3/20/16 7:00,48
1503960366,3/20/16 8:00,48
1503960366,3/20/16 9:00,119
1503960366,3/20/16 10:00,294
1503960366,3/20/16 11:00,121
1503960366,3/20/16 12:00,82
1503960366,3/20/16 13:00,80
1503960366,3/20/16 14:00,96
1503960366,3/20/16 15:00,109
1503960366,3/20/16 16:00,116
1503960366,3/20/16 17:00,142
1503960366,3/20/16 18:00,104
1503960366,3/20/16 19:00,109
1503960366,3/20/16 20:00,76
1503960366,3/20/16 21:00,55
1503960366,3/20/16 22:00,57
1503960366,3/20/16 23:00,87
1503960366,3/21/16 0:00,58
1503960366,3/21/16 1:00,48
1503960366,3/21/16 2:00,48
1503960366,3/21/16 3:00,50
1503960366,3/21/16 4:00,48
1503960366,3/21/16 5:00,48
1503960366,3/21/16 6:00,48
1503960366,3/21/16 7:00,56
1503960366,3/21/16 8:00,116
1503960366,3/21/16 9:00,104
1503960366,3/21/16 10:00,79
1503960366,3/21/16 11:00,82
1503960366,3/21/16 12:00,142
1503960366,3/21/16 13:00,67
1503960366,3/21/16 14:00,79
1503960366,3/21/16 15:00,83
1503960366,3/21/16 16:00,83
1503960366,3/21/16 17:00,99
1503960366,3/21/16 18:00,132
1503960366,3/21/16 19:00,79
1503960366,3/21/16 20:00,67
1503960366,3/21/16 21:00,70
1503960366,3/21/16 22:00,81
1503960366,3/21/16 23:00,79
1503960366,3/22/16 0:00,47
1503960366,3/22/16 1:00,47
1503960366,3/22/16 2:00,47
1503960366,3/22/16 3:00,47
1503960366,3/22/16 4:00,47
1503960366,3/22/16 5:00,47
1503960366,3/22/16 6:00,47
1503960366,3/22/16 7:00,47
1503960366,3/22/16 8:00,50
1503960366,3/22/16 9:00,135
1503960366,3/22/16 10:00,90
1503960366,3/22/16 11:00,76
1503960366,3/22/16 12:00,78
1503960366,3/22/16 13:00,95
1503960366,3/22/16 14:00,134
1503960366,3/22/16 15:00,80
1503960366,3/22/16 16:00,71
1503960366,3/22/16 17:00,107
1503960366,3/22/16 18:00,109
1503960366,3/22/16 19:00,120
1503960366,3/22/16 20:00,83
1503960366,3/22/16 21:00,74
1503960366,3/22/16 22:00,265
1503960366,3/22/16 23:00,71
1503960366,3/23/16 0:00,53
1503960366,3/23/16 1:00,53
1503960366,3/23/16 2:00,54
1503960366,3/23/16 3:00,47
1503960366,3/23/16 4:00,47
1503960366,3/23/16 5:00,48
1503960366,3/23/16 6:00,48
1503960366,3/23/16 7:00,56
1503960366,3/23/16 8:00,89
1503960366,3/23/16 9:00,133
1503960366,3/23/16 10:00,85
1503960366,3/23/16 11:00,83
1503960366,3/23/16 12:00,81
1503960366,3/23/16 13:00,114
1503960366,3/23/16 14:00,176
1503960366,3/23/16 15:00,71
1503960366,3/23/16 16:00,81
1503960366,3/23/16 17:00,78
1503960366,3/23/16 18:00,70
1503960366,3/23/16 19:00,183
1503960366,3/23/16 20:00,113
1503960366,3/23/16 21:00,57
1503960366,3/23/16 22:00,65
1503960366,3/23/16 23:00,81
1503960366,3/24/16 0:00,82
1503960366,3/24/16 1:00,48
1503960366,3/24/16 2:00,50
1503960366,3/24/16 3:00,49
1503960366,3/24/16 4:00,47
1503960366,3/24/16 5:00,49
1503960366,3/24/16 6:00,48
1503960366,3/24/16 7:00,52
1503960366,3/24/16 8:00,100
1503960366,3/24/16 9:00,149
1503960366,3/24/16 10:00,66
1503960366,3/24/16 11:00,63
1503960366,3/24/16 12:00,115
1503960366,3/24/16 13:00,104
1503960366,3/24/16 14:00,123
1503960366,3/24/16 15:00,84
1503960366,3/24/16 16:00,84
1503960366,3/24/16 17:00,84
1503960366,3/24/16 18:00,61
1503960366,3/24/16 19:00,59
1503960366,3/24/16 20:00,225
1503960366,3/24/16 21:00,114
1503960366,3/24/16 22:00,64
1503960366,3/24/16 23:00,71
1503960366,3/25/16 0:00,53
1503960366,3/25/16 1:00,58
1503960366,3/25/16 2:00,49
1503960366,3/25/16 3:00,49
1503960366,3/25/16 4:00,48
1503960366,3/25/16 5:00,48
1503960366,3/25/16 6:00,48
1503960366,3/25/16 7:00,52
1503960366,3/25/16 8:00,90
1503960366,3/25/16 9:00,125
1503960366,3/25/16 10:00,76
1503960366,3/25/16 11:00,111
1503960366,3/25/16 12:00,61
1503960366,3/25/16 13:00,63
1503960366,3/25/16 14:00,77
1503960366,3/25/16 15:00,54
1503960366,3/25/16 16:00,82
1503960366,3/25/16 17:00,77
1503960366,3/25/16 18:00,70
1503960366,3/25/16 19:00,62
1503960366,3/25/16 20:00,171
1503960366,3/25/16 21:00,164
1503960366,3/25/16 22:00,69
1503960366,3/25/16 23:00,62
1503960366,3/26/16 0:00,53
1503960366,3/26/16 1:00,63
1503960366,3/26/16 2:00,47
1503960366,3/26/16 3:00,51
1503960366,3/26/16 4:00,48
1503960366,3/26/16 5:00,48
1503960366,3/26/16 6:00,48
1503960366,3/26/16 7:00,48
1503960366,3/26/16 8:00,48
1503960366,3/26/16 9:00,58
1503960366,3/26/16 10:00,82
1503960366,3/26/16 11:00,62
1503960366,3/26/16 12:00,69
1503960366,3/26/16 13:00,82
1503960366,3/26/16 14:00,92
1503960366,3/26/16 15:00,103
1503960366,3/26/16 16:00,304
1503960366,3/26/16 17:00,197
1503960366,3/26/16 18:00,226
1503960366,3/26/16 19:00,75
1503960366,3/26/16 20:00,71
1503960366,3/26/16 21:00,76
1503960366,3/26/16 22:00,110
1503960366,3/26/16 23:00,93
1503960366,3/27/16 0:00,52
1503960366,3/27/16 1:00,56
1503960366,3/27/16 2:00,47
1503960366,3/27/16 3:00,48
1503960366,3/27/16 4:00,47
1503960366,3/27/16 5:00,48
1503960366,3/27/16 6:00,49
1503960366,3/27/16 7:00,50
1503960366,3/27/16 8:00,48
1503960366,3/27/16 9:00,81
1503960366,3/27/16 10:00,299
1503960366,3/27/16 11:00,67
1503960366,3/27/16 12:00,61
1503960366,3/27/16 13:00,96
1503960366,3/27/16 14:00,95
1503960366,3/27/16 15:00,66
1503960366,3/27/16 16:00,61
1503960366,3/27/16 17:00,76
1503960366,3/27/16 18:00,92
1503960366,3/27/16 19:00,191
1503960366,3/27/16 20:00,84
1503960366,3/27/16 21:00,90
1503960366,3/27/16 22:00,76
1503960366,3/27/16 23:00,63
1503960366,3/28/16 0:00,63
1503960366,3/28/16 1:00,50
1503960366,3/28/16 2:00,47
1503960366,3/28/16 3:00,47
1503960366,3/28/16 4:00,47
1503960366,3/28/16 5:00,47
1503960366,3/28/16 6:00,47
1503960366,3/28/16 7:00,47
1503960366,3/28/16 8:00,55
1503960366,3/28/16 9:00,140
1503960366,3/28/16 10:00,68
1503960366,3/28/16 11:00,70
1503960366,3/28/16 12:00,69
1503960366,3/28/16 13:00,207
1503960366,3/28/16 14:00,105
1503960366,3/28/16 15:00,72
1503960366,3/28/16 16:00,68
1503960366,3/28/16 17:00,71
1503960366,3/28/16 18:00,78
1503960366,3/28/16 19:00,209
1503960366,3/28/16 20:00,99
1503960366,3/28/16 21:00,62
1503960366,3/28/16 22:00,69
1503960366,3/28/16 23:00,94
1503960366,3/29/16 0:00,51
1503960366,3/29/16 1:00,68
1503960366,3/29/16 2:00,50
1503960366,3/29/16 3:00,48
1503960366,3/29/16 4:00,47
1503960366,3/29/16 5:00,49
1503960366,3/29/16 6:00,49
1503960366,3/29/16 7:00,52
1503960366,3/29/16 8:00,65
1503960366,3/29/16 9:00,132
1503960366,3/29/16 10:00,84
1503960366,3/29/16 11:00,102
1503960366,3/29/16 12:00,62
1503960366,3/29/16 13:00,113
1503960366,3/29/16 14:00,65
1503960366,3/29/16 15:00,79
1503960366,3/29/16 16:00,80
1503960366,3/29/16 17:00,74
1503960366,3/29/16 18:00,90
1503960366,3/29/16 19:00,82
1503960366,3/29/16 20:00,214
1503960366,3/29/16 21:00,105
1503960366,3/29/16 22:00,47
1503960366,3/29/16 23:00,79
1503960366,3/30/16 0:00,47
1503960366,3/30/16 1:00,47
1503960366,3/30/16 2:00,47
1503960366,3/30/16 3:00,47
1503960366,3/30/16 4:00,47
1503960366,3/30/16 5:00,47
1503960366,3/30/16 6:00,47
1503960366,3/30/16 7:00,47
1503960366,3/30/16 8:00,49
1503960366,3/30/16 9:00,117
1503960366,3/30/16 10:00,74
1503960366,3/30/16 11:00,78
1503960366,3/30/16 12:00,152
1503960366,3/30/16 13:00,59
1503960366,3/30/16 14:00,77
1503960366,3/30/16 15:00,71
1503960366,3/30/16 16:00,62
1503960366,3/30/16 17:00,58
1503960366,3/30/16 18:00,175
1503960366,3/30/16 19:00,128
1503960366,3/30/16 20:00,120
1503960366,3/30/16 21:00,94
1503960366,3/30/16 22:00,55
1503960366,3/30/16 23:00,74
1503960366,3/31/16 0:00,65
1503960366,3/31/16 1:00,47
1503960366,3/31/16 2:00,59
1503960366,3/31/16 3:00,48
1503960366,3/31/16 4:00,48
1503960366,3/31/16 5:00,48
1503960366,3/31/16 6:00,47
1503960366,3/31/16 7:00,53
1503960366,3/31/16 8:00,63
1503960366,3/31/16 9:00,135
1503960366,3/31/16 10:00,76
1503960366,3/31/16 11:00,59
1503960366,3/31/16 12:00,74
1503960366,3/31/16 13:00,79
1503960366,3/31/16 14:00,92
1503960366,3/31/16 15:00,107
1503960366,3/31/16 16:00,65
1503960366,3/31/16 17:00,68
1503960366,3/31/16 18:00,69
1503960366,3/31/16 19:00,66
1503960366,3/31/16 20:00,124
1503960366,3/31/16 21:00,109
1503960366,3/31/16 22:00,81
1503960366,3/31/16 23:00,208
1503960366,4/1/16 0:00,57
1503960366,4/1/16 1:00,52
1503960366,4/1/16 2:00,53
1503960366,4/1/16 3:00,56
1503960366,4/1/16 4:00,47
1503960366,4/1/16 5:00,47
1503960366,4/1/16 6:00,47
1503960366,4/1/16 7:00,53
1503960366,4/1/16 8:00,71
1503960366,4/1/16 9:00,70
1503960366,4/1/16 10:00,60
1503960366,4/1/16 11:00,58
1503960366,4/1/16 12:00,55
1503960366,4/1/16 13:00,52
1503960366,4/1/16 14:00,68
1503960366,4/1/16 15:00,66
1503960366,4/1/16 16:00,76
1503960366,4/1/16 17:00,56
1503960366,4/1/16 18:00,65
1503960366,4/1/16 19:00,55
1503960366,4/1/16 20:00,172
1503960366,4/1/16 21:00,186
1503960366,4/1/16 22:00,224
1503960366,4/1/16 23:00,119
1503960366,4/2/16 0:00,69
1503960366,4/2/16 1:00,47
1503960366,4/2/16 2:00,48
1503960366,4/2/16 3:00,58
1503960366,4/2/16 4:00,48
1503960366,4/2/16 5:00,49
1503960366,4/2/16 6:00,48
1503960366,4/2/16 7:00,56
1503960366,4/2/16 8:00,52
1503960366,4/2/16 9:00,58
1503960366,4/2/16 10:00,57
1503960366,4/2/16 11:00,76
1503960366,4/2/16 12:00,55
1503960366,4/2/16 13:00,87
1503960366,4/2/16 14:00,60
1503960366,4/2/16 15:00,77
1503960366,4/2/16 16:00,95
1503960366,4/2/16 17:00,70
1503960366,4/2/16 18:00,59
1503960366,4/2/16 19:00,214
1503960366,4/2/16 20:00,142
1503960366,4/2/16 21:00,91
1503960366,4/2/16 22:00,100
1503960366,4/2/16 23:00,128
1503960366,4/3/16 0:00,70
1503960366,4/3/16 1:00,51
1503960366,4/3/16 2:00,55
1503960366,4/3/16 3:00,52
1503960366,4/3/16 4:00,49
1503960366,4/3/16 5:00,49
1503960366,4/3/16 6:00,48
1503960366,4/3/16 7:00,48
1503960366,4/3/16 8:00,48
1503960366,4/3/16 9:00,60
1503960366,4/3/16 10:00,140
1503960366,4/3/16 11:00,86
1503960366,4/3/16 12:00,96
1503960366,4/3/16 13:00,106
1503960366,4/3/16 14:00,55
1503960366,4/3/16 15:00,97
1503960366,4/3/16 16:00,62
1503960366,4/3/16 17:00,77
1503960366,4/3/16 18:00,73
1503960366,4/3/16 19:00,81
1503960366,4/3/16 20:00,79
1503960366,4/3/16 21:00,84
1503960366,4/3/16 22:00,75
1503960366,4/3/16 23:00,210
1503960366,4/4/16 0:00,63
1503960366,4/4/16 1:00,53
1503960366,4/4/16 2:00,52
1503960366,4/4/16 3:00,49
1503960366,4/4/16 4:00,47
1503960366,4/4/16 5:00,50
1503960366,4/4/16 6:00,48
1503960366,4/4/16 7:00,52
1503960366,4/4/16 8:00,83
1503960366,4/4/16 9:00,148
1503960366,4/4/16 10:00,79
1503960366,4/4/16 11:00,73
1503960366,4/4/16 12:00,147
1503960366,4/4/16 13:00,71
1503960366,4/4/16 14:00,83
1503960366,4/4/16 15:00,70
1503960366,4/4/16 16:00,67
1503960366,4/4/16 17:00,104
1503960366,4/4/16 18:00,127
1503960366,4/4/16 19:00,174
1503960366,4/4/16 20:00,133
1503960366,4/4/16 21:00,89
1503960366,4/4/16 22:00,66
1503960366,4/4/16 23:00,109
1503960366,4/5/16 0:00,73
1503960366,4/5/16 1:00,55
1503960366,4/5/16 2:00,71
1503960366,4/5/16 3:00,52
1503960366,4/5/16 4:00,47
1503960366,4/5/16 5:00,48
1503960366,4/5/16 6:00,48
1503960366,4/5/16 7:00,50
1503960366,4/5/16 8:00,66
1503960366,4/5/16 9:00,141
1503960366,4/5/16 10:00,73
1503960366,4/5/16 11:00,74
1503960366,4/5/16 12:00,71
1503960366,4/5/16 13:00,178
1503960366,4/5/16 14:00,131
1503960366,4/5/16 15:00,107
1503960366,4/5/16 16:00,85
1503960366,4/5/16 17:00,89
1503960366,4/5/16 18:00,136
1503960366,4/5/16 19:00,83
1503960366,4/5/16 20:00,161
1503960366,4/5/16 21:00,82
1503960366,4/5/16 22:00,65
1503960366,4/5/16 23:00,95
1503960366,4/6/16 0:00,61
1503960366,4/6/16 1:00,53
1503960366,4/6/16 2:00,52
1503960366,4/6/16 3:00,47
1503960366,4/6/16 4:00,47
1503960366,4/6/16 5:00,47
1503960366,4/6/16 6:00,47
1503960366,4/6/16 7:00,47
1503960366,4/6/16 8:00,88
1503960366,4/6/16 9:00,120
1503960366,4/6/16 10:00,81
1503960366,4/6/16 11:00,68
1503960366,4/6/16 12:00,69
1503960366,4/6/16 13:00,179
1503960366,4/6/16 14:00,61
1503960366,4/6/16 15:00,65
1503960366,4/6/16 16:00,64
1503960366,4/6/16 17:00,67
1503960366,4/6/16 18:00,103
1503960366,4/6/16 19:00,135
1503960366,4/6/16 20:00,113
1503960366,4/6/16 21:00,116
1503960366,4/6/16 22:00,71
1503960366,4/6/16 23:00,58
1503960366,4/7/16 0:00,53
1503960366,4/7/16 1:00,48
1503960366,4/7/16 2:00,47
1503960366,4/7/16 3:00,47
1503960366,4/7/16 4:00,47
1503960366,4/7/16 5:00,47
1503960366,4/7/16 6:00,47
1503960366,4/7/16 7:00,47
1503960366,4/7/16 8:00,47
1503960366,4/7/16 9:00,130
1503960366,4/7/16 10:00,97
1503960366,4/7/16 11:00,58
1503960366,4/7/16 12:00,107
1503960366,4/7/16 13:00,67
1503960366,4/7/16 14:00,129
1503960366,4/7/16 15:00,79
1503960366,4/7/16 16:00,96
1503960366,4/7/16 17:00,73
1503960366,4/7/16 18:00,74
1503960366,4/7/16 19:00,128
1503960366,4/7/16 20:00,66
1503960366,4/7/16 21:00,53
1503960366,4/7/16 22:00,59
1503960366,4/7/16 23:00,107
1503960366,4/8/16 0:00,73
1503960366,4/8/16 1:00,56
1503960366,4/8/16 2:00,49
1503960366,4/8/16 3:00,47
1503960366,4/8/16 4:00,47
1503960366,4/8/16 5:00,47
1503960366,4/8/16 6:00,47
1503960366,4/8/16 7:00,47
1503960366,4/8/16 8:00,47
1503960366,4/8/16 9:00,101
1503960366,4/8/16 10:00,103
1503960366,4/8/16 11:00,67
1503960366,4/8/16 12:00,61
1503960366,4/8/16 13:00,69
1503960366,4/8/16 14:00,196
1503960366,4/8/16 15:00,65
1503960366,4/8/16 16:00,65
1503960366,4/8/16 17:00,119
1503960366,4/8/16 18:00,81
1503960366,4/8/16 19:00,165
1503960366,4/8/16 20:00,115
1503960366,4/8/16 21:00,88
1503960366,4/8/16 22:00,68
1503960366,4/8/16 23:00,70
1503960366,4/9/16 0:00,62
1503960366,4/9/16 1:00,61
1503960366,4/9/16 2:00,70
1503960366,4/9/16 3:00,48
1503960366,4/9/16 4:00,47
1503960366,4/9/16 5:00,47
1503960366,4/9/16 6:00,49
1503960366,4/9/16 7:00,49
1503960366,4/9/16 8:00,52
1503960366,4/9/16 9:00,53
1503960366,4/9/16 10:00,93
1503960366,4/9/16 11:00,60
1503960366,4/9/16 12:00,145
1503960366,4/9/16 13:00,147
1503960366,4/9/16 14:00,59
1503960366,4/9/16 15:00,111
1503960366,4/9/16 16:00,53
1503960366,4/9/16 17:00,190
1503960366,4/9/16 18:00,130
1503960366,4/9/16 19:00,57
1503960366,4/9/16 20:00,63
1503960366,4/9/16 21:00,78
1503960366,4/9/16 22:00,110
1503960366,4/9/16 23:00,50
1503960366,4/10/16 0:00,75
1503960366,4/10/16 1:00,49
1503960366,4/10/16 2:00,48
1503960366,4/10/16 3:00,59
1503960366,4/10/16 4:00,47
1503960366,4/10/16 5:00,47
1503960366,4/10/16 6:00,48
1503960366,4/10/16 7:00,49
1503960366,4/10/16 8:00,48
1503960366,4/10/16 9:00,48
1503960366,4/10/16 10:00,48
1503960366,4/10/16 11:00,54
1503960366,4/10/16 12:00,122
1503960366,4/10/16 13:00,213
1503960366,4/10/16 14:00,138
1503960366,4/10/16 15:00,73
1503960366,4/10/16 16:00,56
1503960366,4/10/16 17:00,53
1503960366,4/10/16 18:00,52
1503960366,4/10/16 19:00,63
1503960366,4/10/16 20:00,96
1503960366,4/10/16 21:00,59
1503960366,4/10/16 22:00,54
1503960366,4/10/16 23:00,158
1503960366,4/11/16 0:00,48
1503960366,4/11/16 1:00,47
1503960366,4/11/16 2:00,57
1503960366,4/11/16 3:00,47
1503960366,4/11/16 4:00,47
1503960366,4/11/16 5:00,47
1503960366,4/11/16 6:00,48
1503960366,4/11/16 7:00,50
1503960366,4/11/16 8:00,66
1503960366,4/11/16 9:00,138
1503960366,4/11/16 10:00,75
1503960366,4/11/16 11:00,66
1503960366,4/11/16 12:00,107
1503960366,4/11/16 13:00,116
1503960366,4/11/16 14:00,83
1503960366,4/11/16 15:00,81
1503960366,4/11/16 16:00,80
1503960366,4/11/16 17:00,77
1503960366,4/11/16 18:00,156
1503960366,4/11/16 19:00,106
1503960366,4/11/16 20:00,74
1503960366,4/11/16 21:00,58
1503960366,4/11/16 22:00,59
1503960366,4/11/16 23:00,77
1624580081,3/12/16 0:00,70
1624580081,3/12/16 1:00,65
1624580081,3/12/16 2:00,50
1624580081,3/12/16 3:00,50
1624580081,3/12/16 4:00,50
1624580081,3/12/16 5:00,50
1624580081,3/12/16 6:00,50
1624580081,3/12/16 7:00,50
1624580081,3/12/16 8:00,50
1624580081,3/12/16 9:00,50
1624580081,3/12/16 10:00,50
1624580081,3/12/16 11:00,54
1624580081,3/12/16 12:00,59
1624580081,3/12/16 13:00,54
1624580081,3/12/16 14:00,55
1624580081,3/12/16 15:00,60
1624580081,3/12/16 16:00,50
1624580081,3/12/16 17:00,50
1624580081,3/12/16 18:00,76
1624580081,3/12/16 19:00,75
1624580081,3/12/16 20:00,68
1624580081,3/12/16 21:00,61
1624580081,3/12/16 22:00,52
1624580081,3/12/16 23:00,65
1624580081,3/13/16 0:00,55
1624580081,3/13/16 1:00,51
1624580081,3/13/16 2:00,51
1624580081,3/13/16 3:00,67
1624580081,3/13/16 4:00,50
1624580081,3/13/16 5:00,53
1624580081,3/13/16 6:00,51
1624580081,3/13/16 7:00,50
1624580081,3/13/16 8:00,50
1624580081,3/13/16 9:00,50
1624580081,3/13/16 10:00,50
1624580081,3/13/16 11:00,50
1624580081,3/13/16 12:00,63
1624580081,3/13/16 13:00,56
1624580081,3/13/16 14:00,50
1624580081,3/13/16 15:00,51
1624580081,3/13/16 16:00,54
1624580081,3/13/16 17:00,54
1624580081,3/13/16 18:00,50
1624580081,3/13/16 19:00,50
1624580081,3/13/16 20:00,74
1624580081,3/13/16 21:00,50
1624580081,3/13/16 22:00,53
1624580081,3/13/16 23:00,52
1624580081,3/14/16 0:00,56
1624580081,3/14/16 1:00,52
1624580081,3/14/16 2:00,50
1624580081,3/14/16 3:00,50
1624580081,3/14/16 4:00,50
1624580081,3/14/16 5:00,52
1624580081,3/14/16 6:00,53
1624580081,3/14/16 7:00,50
1624580081,3/14/16 8:00,50
1624580081,3/14/16 9:00,50
1624580081,3/14/16 10:00,50
1624580081,3/14/16 11:00,50
1624580081,3/14/16 12:00,62
1624580081,3/14/16 13:00,50
1624580081,3/14/16 14:00,50
1624580081,3/14/16 15:00,70
1624580081,3/14/16 16:00,56
1624580081,3/14/16 17:00,64
1624580081,3/14/16 18:00,72
1624580081,3/14/16 19:00,72
1624580081,3/14/16 20:00,62
1624580081,3/14/16 21:00,62
1624580081,3/14/16 22:00,58
1624580081,3/14/16 23:00,65
1624580081,3/15/16 0:00,54
1624580081,3/15/16 1:00,50
1624580081,3/15/16 2:00,56
1624580081,3/15/16 3:00,50
1624580081,3/15/16 4:00,50
